Time\ information,r2_1_100,Time\ infoAddUp,r2_1_100,Time\ entropy,r2_1_100
1070,2.464253507531706,1070,3407.6677333930493,1070,2.854043087722963
1080,5.087860282841629,1080,3436.197098400595,1080,2.8486933901850073
1090,2.9592863786594417,1090,3464.1792385323097,1090,2.8416583359382335
1100,2.1668103712869526,1100,3484.7608235352304,1100,2.836931786841458
1110,2.50345309841743,1110,3519.4875361280288,1110,2.8269091174134746
1120,2.876985703769,1120,3544.469201229687,1120,2.8211218525929698
1130,2.2112015562243634,1130,3568.764848052504,1130,2.8135806900800113
1140,4.189243486357427,1140,3595.5389788324906,1140,2.808429236782884
1150,2.1584007512714174,1150,3616.105026409031,1150,2.8020024048617787
1160,2.5501396282433912,1160,3633.5499516023783,1160,2.7985191246527727
1170,4.279269753422393,1170,3658.303730917131,1170,2.791755884473702
1180,2.157513539452379,1180,3680.096909701231,1180,2.783152587023783
1190,2.5906421716042294,1190,3703.689586550165,1190,2.776250425262886
1200,2.680988235856357,1200,3730.8890807350995,1200,2.768507062664742
1210,4.4457640956251145,1210,3757.4406330995403,1210,2.7617317088690667
